DATA,DERIVATIVO,PARTICIPANTE,LONGCONTRACTS,LONG_,SHORTCONTRACTS,SHORT_,SALDO
13/01/2017,US DOLLAR FUTURES,Domestic,169038.0,25.29,282020.0,42.21,-112982.0
13/01/2017,US DOLLAR FUTURES,Nonresident Investors,282038.0,42.21,147284.0,22.04,134754.0
13/01/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,282038.0,42.21,147284.0,22.04,134754.0
13/01/2017,US DOLLAR FUTURES,Corporations,24350.0,3.64,18315.0,2.74,6035.0
13/01/2017,US DOLLAR FUTURES,Individuals,890.0,0.13,950.0,0.14,-60.0
13/01/2017,US DOLLAR FUTURES,Total,668135.0,100.0,668135.0,100.0,0.0
16/01/2017,US DOLLAR FUTURES,Financial Institutions,187709.0,27.78,225011.0,33.3,-37302.0
16/01/2017,US DOLLAR FUTURES,Banks,187589.0,27.76,224951.0,33.29,-37362.0
16/01/2017,US DOLLAR FUTURES,Brokers & Dealers,95.0,0.01,60.0,0.0,35.0
16/01/2017,US DOLLAR FUTURES,Other,25.0,0.0,0.0,0.0,25.0
16/01/2017,US DOLLAR FUTURES,Institutional Investors,168596.0,24.95,280399.0,41.5,-111803.0
16/01/2017,US DOLLAR FUTURES,Domestic,168596.0,24.95,280399.0,41.5,-111803.0
16/01/2017,US DOLLAR FUTURES,Nonresident Investors,287209.0,42.51,150524.0,22.27,136685.0
16/01/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,287209.0,42.51,150524.0,22.27,136685.0
16/01/2017,US DOLLAR FUTURES,Corporations,31035.0,4.59,18820.0,2.78,12215.0
16/01/2017,US DOLLAR FUTURES,Individuals,1070.0,0.15,865.0,0.12,205.0
16/01/2017,US DOLLAR FUTURES,Total,675619.0,100.0,675619.0,100.0,0.0
17/01/2017,US DOLLAR FUTURES,Financial Institutions,203364.0,29.35,226786.0,32.73,-23422.0
17/01/2017,US DOLLAR FUTURES,Banks,203244.0,29.33,226726.0,32.72,-23482.0
17/01/2017,US DOLLAR FUTURES,Brokers & Dealers,95.0,0.01,60.0,0.0,35.0
17/01/2017,US DOLLAR FUTURES,Other,25.0,0.0,0.0,0.0,25.0
17/01/2017,US DOLLAR FUTURES,Institutional Investors,166112.0,23.97,293621.0,42.37,-127509.0
17/01/2017,US DOLLAR FUTURES,Domestic,166112.0,23.97,293621.0,42.37,-127509.0
17/01/2017,US DOLLAR FUTURES,Nonresident Investors,291649.0,42.09,155333.0,22.41,136316.0
17/01/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,291649.0,42.09,155333.0,22.41,136316.0
17/01/2017,US DOLLAR FUTURES,Corporations,30575.0,4.41,16580.0,2.39,13995.0
17/01/2017,US DOLLAR FUTURES,Individuals,1185.0,0.17,565.0,0.08,620.0
17/01/2017,US DOLLAR FUTURES,Total,692885.0,100.0,692885.0,100.0,0.0
18/01/2017,US DOLLAR FUTURES,Financial Institutions,205124.0,29.53,224521.0,32.32,-19397.0
18/01/2017,US DOLLAR FUTURES,Banks,204969.0,29.51,224461.0,32.31,-19492.0
18/01/2017,US DOLLAR FUTURES,Brokers & Dealers,95.0,0.01,60.0,0.0,35.0
18/01/2017,US DOLLAR FUTURES,Other,60.0,0.0,0.0,0.0,60.0
18/01/2017,US DOLLAR FUTURES,Institutional Investors,163219.0,23.5,296882.0,42.74,-133663.0
18/01/2017,US DOLLAR FUTURES,Domestic,163219.0,23.5,296882.0,42.74,-133663.0
18/01/2017,US DOLLAR FUTURES,Nonresident Investors,294768.0,42.44,154473.0,22.24,140295.0
18/01/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,294768.0,42.44,154473.0,22.24,140295.0
18/01/2017,US DOLLAR FUTURES,Corporations,30355.0,4.37,17835.0,2.56,12520.0
18/01/2017,US DOLLAR FUTURES,Individuals,1065.0,0.15,820.0,0.11,245.0
18/01/2017,US DOLLAR FUTURES,Total,694531.0,100.0,694531.0,100.0,0.0
19/01/2017,US DOLLAR FUTURES,Financial Institutions,212789.0,29.93,234866.0,33.04,-22077.0
19/01/2017,US DOLLAR FUTURES,Banks,212689.0,29.92,234791.0,33.03,-22102.0
19/01/2017,US DOLLAR FUTURES,Brokers & Dealers,100.0,0.01,65.0,0.0,35.0
19/01/2017,US DOLLAR FUTURES,Other,0.0,0.0,10.0,0.0,-10.0
19/01/2017,US DOLLAR FUTURES,Institutional Investors,171320.0,24.1,302752.0,42.59,-131432.0
19/01/2017,US DOLLAR FUTURES,Domestic,171320.0,24.1,302752.0,42.59,-131432.0
19/01/2017,US DOLLAR FUTURES,Nonresident Investors,294502.0,41.43,155028.0,21.81,139474.0
19/01/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,294502.0,41.43,155028.0,21.81,139474.0
19/01/2017,US DOLLAR FUTURES,Corporations,30990.0,4.35,17410.0,2.44,13580.0
19/01/2017,US DOLLAR FUTURES,Individuals,1180.0,0.16,725.0,0.1,455.0
19/01/2017,US DOLLAR FUTURES,Total,710781.0,100.0,710781.0,100.0,0.0
20/01/2017,US DOLLAR FUTURES,Financial Institutions,214549.0,29.79,243281.0,33.78,-28732.0
20/01/2017,US DOLLAR FUTURES,Banks,214459.0,29.77,243216.0,33.77,-28757.0
20/01/2017,US DOLLAR FUTURES,Brokers & Dealers,90.0,0.01,55.0,0.0,35.0
20/01/2017,US DOLLAR FUTURES,Other,0.0,0.0,10.0,0.0,-10.0
20/01/2017,US DOLLAR FUTURES,Institutional Investors,171915.0,23.87,303245.0,42.1,-131330.0
20/01/2017,US DOLLAR FUTURES,Domestic,171915.0,23.87,303245.0,42.1,-131330.0
20/01/2017,US DOLLAR FUTURES,Nonresident Investors,301297.0,41.83,155095.0,21.53,146202.0
20/01/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,301297.0,41.83,155095.0,21.53,146202.0
20/01/2017,US DOLLAR FUTURES,Corporations,31065.0,4.31,17795.0,2.47,13270.0
20/01/2017,US DOLLAR FUTURES,Individuals,1320.0,0.18,730.0,0.1,590.0
20/01/2017,US DOLLAR FUTURES,Total,720146.0,100.0,720146.0,100.0,0.0
23/01/2017,US DOLLAR FUTURES,Financial Institutions,215059.0,30.08,229606.0,32.12,-14547.0
23/01/2017,US DOLLAR FUTURES,Banks,214969.0,30.07,229541.0,32.11,-14572.0
23/01/2017,US DOLLAR FUTURES,Brokers & Dealers,90.0,0.01,55.0,0.0,35.0
23/01/2017,US DOLLAR FUTURES,Other,0.0,0.0,10.0,0.0,-10.0
23/01/2017,US DOLLAR FUTURES,Institutional Investors,171995.0,24.06,312611.0,43.73,-140616.0
23/01/2017,US DOLLAR FUTURES,Domestic,171995.0,24.06,312611.0,43.73,-140616.0
23/01/2017,US DOLLAR FUTURES,Nonresident Investors,296871.0,41.53,153888.0,21.53,142983.0
23/01/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,296871.0,41.53,153888.0,21.53,142983.0
23/01/2017,US DOLLAR FUTURES,Corporations,29550.0,4.13,17980.0,2.51,11570.0
23/01/2017,US DOLLAR FUTURES,Individuals,1250.0,0.17,640.0,0.08,610.0
23/01/2017,US DOLLAR FUTURES,Total,714725.0,100.0,714725.0,100.0,0.0
24/01/2017,US DOLLAR FUTURES,Financial Institutions,220784.0,30.18,227601.0,31.12,-6817.0
24/01/2017,US DOLLAR FUTURES,Banks,220694.0,30.17,227536.0,31.11,-6842.0
24/01/2017,US DOLLAR FUTURES,Brokers & Dealers,90.0,0.01,55.0,0.0,35.0
24/01/2017,US DOLLAR FUTURES,Other,0.0,0.0,10.0,0.0,-10.0
24/01/2017,US DOLLAR FUTURES,Institutional Investors,174027.0,23.79,317287.0,43.38,-143260.0
24/01/2017,US DOLLAR FUTURES,Domestic,174027.0,23.79,317287.0,43.38,-143260.0
24/01/2017,US DOLLAR FUTURES,Nonresident Investors,308475.0,42.18,167098.0,22.84,141377.0
24/01/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,308475.0,42.18,167098.0,22.84,141377.0
24/01/2017,US DOLLAR FUTURES,Corporations,26960.0,3.68,18590.0,2.54,8370.0
24/01/2017,US DOLLAR FUTURES,Individuals,1075.0,0.14,745.0,0.1,330.0
24/01/2017,US DOLLAR FUTURES,Total,731321.0,100.0,731321.0,100.0,0.0
26/01/2017,US DOLLAR FUTURES,Financial Institutions,221839.0,30.21,228331.0,31.09,-6492.0
26/01/2017,US DOLLAR FUTURES,Banks,221749.0,30.2,228266.0,31.08,-6517.0
26/01/2017,US DOLLAR FUTURES,Brokers & Dealers,90.0,0.01,55.0,0.0,35.0
26/01/2017,US DOLLAR FUTURES,Other,0.0,0.0,10.0,0.0,-10.0
26/01/2017,US DOLLAR FUTURES,Institutional Investors,178772.0,24.34,326375.0,44.45,-147603.0
26/01/2017,US DOLLAR FUTURES,Domestic,178772.0,24.34,326375.0,44.45,-147603.0
26/01/2017,US DOLLAR FUTURES,Nonresident Investors,309172.0,42.1,159297.0,21.69,149875.0
26/01/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,309172.0,42.1,159297.0,21.69,149875.0
26/01/2017,US DOLLAR FUTURES,Corporations,23440.0,3.19,19590.0,2.66,3850.0
26/01/2017,US DOLLAR FUTURES,Individuals,1000.0,0.13,630.0,0.08,370.0
26/01/2017,US DOLLAR FUTURES,Total,734223.0,100.0,734223.0,100.0,0.0
27/01/2017,US DOLLAR FUTURES,Financial Institutions,248983.0,32.94,237805.0,31.46,11178.0
27/01/2017,US DOLLAR FUTURES,Banks,248438.0,32.87,237750.0,31.46,10688.0
27/01/2017,US DOLLAR FUTURES,Brokers & Dealers,90.0,0.01,55.0,0.0,35.0
27/01/2017,US DOLLAR FUTURES,Other,455.0,0.06,0.0,0.0,455.0
27/01/2017,US DOLLAR FUTURES,Institutional Investors,176194.0,23.31,325268.0,43.04,-149074.0
27/01/2017,US DOLLAR FUTURES,Domestic,176194.0,23.31,325268.0,43.04,-149074.0
27/01/2017,US DOLLAR FUTURES,Nonresident Investors,302833.0,40.07,173272.0,22.92,129561.0
27/01/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,302833.0,40.07,173272.0,22.92,129561.0
27/01/2017,US DOLLAR FUTURES,Corporations,26275.0,3.47,18680.0,2.47,7595.0
27/01/2017,US DOLLAR FUTURES,Individuals,1425.0,0.18,685.0,0.09,740.0
27/01/2017,US DOLLAR FUTURES,Total,755710.0,100.0,755710.0,100.0,0.0
30/01/2017,US DOLLAR FUTURES,Financial Institutions,301718.0,35.12,259655.0,30.22,42063.0
30/01/2017,US DOLLAR FUTURES,Banks,301093.0,35.05,259600.0,30.22,41493.0
30/01/2017,US DOLLAR FUTURES,Brokers & Dealers,90.0,0.01,55.0,0.0,35.0
30/01/2017,US DOLLAR FUTURES,Other,535.0,0.06,0.0,0.0,535.0
30/01/2017,US DOLLAR FUTURES,Institutional Investors,205150.0,23.88,375839.0,43.75,-170689.0
30/01/2017,US DOLLAR FUTURES,Domestic,205150.0,23.88,375839.0,43.75,-170689.0
30/01/2017,US DOLLAR FUTURES,Nonresident Investors,323275.0,37.63,200639.0,23.35,122636.0
30/01/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,323275.0,37.63,200639.0,23.35,122636.0
30/01/2017,US DOLLAR FUTURES,Corporations,26755.0,3.11,21955.0,2.55,4800.0
30/01/2017,US DOLLAR FUTURES,Individuals,2095.0,0.24,905.0,0.1,1190.0
30/01/2017,US DOLLAR FUTURES,Total,858993.0,100.0,858993.0,100.0,0.0
31/01/2017,US DOLLAR FUTURES,Financial Institutions,329535.0,35.64,298000.0,32.23,31535.0
31/01/2017,US DOLLAR FUTURES,Banks,328940.0,35.57,297945.0,32.22,30995.0
31/01/2017,US DOLLAR FUTURES,Brokers & Dealers,90.0,0.0,55.0,0.0,35.0
31/01/2017,US DOLLAR FUTURES,Other,505.0,0.05,0.0,0.0,505.0
31/01/2017,US DOLLAR FUTURES,Institutional Investors,237450.0,25.68,404401.0,43.74,-166951.0
31/01/2017,US DOLLAR FUTURES,Domestic,237450.0,25.68,404401.0,43.74,-166951.0
31/01/2017,US DOLLAR FUTURES,Nonresident Investors,330146.0,35.7,199150.0,21.54,130996.0
31/01/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,330146.0,35.7,199150.0,21.54,130996.0
31/01/2017,US DOLLAR FUTURES,Corporations,25935.0,2.8,21995.0,2.37,3940.0
31/01/2017,US DOLLAR FUTURES,Individuals,1485.0,0.16,1005.0,0.1,480.0
31/01/2017,US DOLLAR FUTURES,Total,924551.0,100.0,924551.0,100.0,0.0
01/02/2017,US DOLLAR FUTURES,Financial Institutions,135723.0,24.65,166133.0,30.18,-30410.0
01/02/2017,US DOLLAR FUTURES,Banks,135613.0,24.63,166078.0,30.17,-30465.0
01/02/2017,US DOLLAR FUTURES,Brokers & Dealers,90.0,0.01,55.0,0.0,35.0
01/02/2017,US DOLLAR FUTURES,Other,20.0,0.0,0.0,0.0,20.0
01/02/2017,US DOLLAR FUTURES,Institutional Investors,154633.0,28.09,224953.0,40.86,-70320.0
01/02/2017,US DOLLAR FUTURES,Domestic,154633.0,28.09,224953.0,40.86,-70320.0
01/02/2017,US DOLLAR FUTURES,Nonresident Investors,235061.0,42.7,142631.0,25.91,92430.0
01/02/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,235061.0,42.7,142631.0,25.91,92430.0
01/02/2017,US DOLLAR FUTURES,Corporations,23725.0,4.31,16200.0,2.94,7525.0
01/02/2017,US DOLLAR FUTURES,Individuals,1280.0,0.23,505.0,0.09,775.0
01/02/2017,US DOLLAR FUTURES,Total,550422.0,100.0,550422.0,100.0,0.0
02/02/2017,US DOLLAR FUTURES,Financial Institutions,136725.0,25.0,168378.0,30.78,-31653.0
02/02/2017,US DOLLAR FUTURES,Banks,136545.0,24.96,168253.0,30.76,-31708.0
02/02/2017,US DOLLAR FUTURES,Brokers & Dealers,160.0,0.02,125.0,0.02,35.0
02/02/2017,US DOLLAR FUTURES,Other,20.0,0.0,0.0,0.0,20.0
02/02/2017,US DOLLAR FUTURES,Institutional Investors,149120.0,27.26,218936.0,40.03,-69816.0
02/02/2017,US DOLLAR FUTURES,Domestic,149120.0,27.26,218936.0,40.03,-69816.0
02/02/2017,US DOLLAR FUTURES,Nonresident Investors,236880.0,43.31,142066.0,25.97,94814.0
02/02/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,236880.0,43.31,142066.0,25.97,94814.0
02/02/2017,US DOLLAR FUTURES,Corporations,22860.0,4.18,16930.0,3.09,5930.0
02/02/2017,US DOLLAR FUTURES,Individuals,1275.0,0.23,550.0,0.1,725.0
02/02/2017,US DOLLAR FUTURES,Total,546860.0,100.0,546860.0,100.0,0.0
03/02/2017,US DOLLAR FUTURES,Financial Institutions,136522.0,24.87,171675.0,31.28,-35153.0
03/02/2017,US DOLLAR FUTURES,Banks,136342.0,24.84,171545.0,31.25,-35203.0
03/02/2017,US DOLLAR FUTURES,Brokers & Dealers,160.0,0.02,130.0,0.02,30.0
03/02/2017,US DOLLAR FUTURES,Other,20.0,0.0,0.0,0.0,20.0
03/02/2017,US DOLLAR FUTURES,Institutional Investors,150984.0,27.51,212396.0,38.7,-61412.0
03/02/2017,US DOLLAR FUTURES,Domestic,150984.0,27.51,212396.0,38.7,-61412.0
03/02/2017,US DOLLAR FUTURES,Nonresident Investors,235361.0,42.88,147771.0,26.92,87590.0
03/02/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,235361.0,42.88,147771.0,26.92,87590.0
03/02/2017,US DOLLAR FUTURES,Corporations,24490.0,4.46,16465.0,3.0,8025.0
03/02/2017,US DOLLAR FUTURES,Individuals,1465.0,0.26,515.0,0.09,950.0
03/02/2017,US DOLLAR FUTURES,Total,548822.0,100.0,548822.0,100.0,0.0
06/02/2017,US DOLLAR FUTURES,Financial Institutions,126847.0,23.49,161290.0,29.87,-34443.0
06/02/2017,US DOLLAR FUTURES,Banks,126667.0,23.45,161160.0,29.84,-34493.0
06/02/2017,US DOLLAR FUTURES,Brokers & Dealers,160.0,0.02,130.0,0.02,30.0
06/02/2017,US DOLLAR FUTURES,Other,20.0,0.0,0.0,0.0,20.0
06/02/2017,US DOLLAR FUTURES,Institutional Investors,151314.0,28.02,212871.0,39.42,-61557.0
06/02/2017,US DOLLAR FUTURES,Domestic,151314.0,28.02,212871.0,39.42,-61557.0
06/02/2017,US DOLLAR FUTURES,Nonresident Investors,236191.0,43.74,148476.0,27.49,87715.0
06/02/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,236191.0,43.74,148476.0,27.49,87715.0
06/02/2017,US DOLLAR FUTURES,Corporations,24195.0,4.48,16830.0,3.11,7365.0
06/02/2017,US DOLLAR FUTURES,Individuals,1415.0,0.26,495.0,0.09,920.0
06/02/2017,US DOLLAR FUTURES,Total,539962.0,100.0,539962.0,100.0,0.0
07/02/2017,US DOLLAR FUTURES,Financial Institutions,129735.0,23.11,165358.0,29.46,-35623.0
07/02/2017,US DOLLAR FUTURES,Banks,129550.0,23.08,165223.0,29.44,-35673.0
07/02/2017,US DOLLAR FUTURES,Brokers & Dealers,165.0,0.02,135.0,0.02,30.0
07/02/2017,US DOLLAR FUTURES,Other,20.0,0.0,0.0,0.0,20.0
07/02/2017,US DOLLAR FUTURES,Institutional Investors,157623.0,28.08,219342.0,39.08,-61719.0
07/02/2017,US DOLLAR FUTURES,Domestic,157623.0,28.08,219342.0,39.08,-61719.0
07/02/2017,US DOLLAR FUTURES,Nonresident Investors,249233.0,44.41,159376.0,28.39,89857.0
07/02/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,249233.0,44.41,159376.0,28.39,89857.0
07/02/2017,US DOLLAR FUTURES,Corporations,23365.0,4.16,16495.0,2.93,6870.0
07/02/2017,US DOLLAR FUTURES,Individuals,1250.0,0.22,635.0,0.11,615.0
07/02/2017,US DOLLAR FUTURES,Total,561206.0,100.0,561206.0,100.0,0.0
08/02/2017,US DOLLAR FUTURES,Financial Institutions,137317.0,23.98,174265.0,30.43,-36948.0
08/02/2017,US DOLLAR FUTURES,Banks,137132.0,23.95,174130.0,30.41,-36998.0
08/02/2017,US DOLLAR FUTURES,Brokers & Dealers,165.0,0.02,135.0,0.02,30.0
08/02/2017,US DOLLAR FUTURES,Other,20.0,0.0,0.0,0.0,20.0
08/02/2017,US DOLLAR FUTURES,Institutional Investors,162031.0,28.3,221612.0,38.7,-59581.0
08/02/2017,US DOLLAR FUTURES,Domestic,162031.0,28.3,221612.0,38.7,-59581.0
08/02/2017,US DOLLAR FUTURES,Nonresident Investors,250045.0,43.67,157886.0,27.57,92159.0
08/02/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,250045.0,43.67,157886.0,27.57,92159.0
08/02/2017,US DOLLAR FUTURES,Corporations,21825.0,3.81,18140.0,3.16,3685.0
08/02/2017,US DOLLAR FUTURES,Individuals,1280.0,0.22,595.0,0.1,685.0
08/02/2017,US DOLLAR FUTURES,Total,572498.0,100.0,572498.0,100.0,0.0
09/02/2017,US DOLLAR FUTURES,Financial Institutions,139957.0,24.52,173950.0,30.48,-33993.0
09/02/2017,US DOLLAR FUTURES,Banks,139772.0,24.49,173815.0,30.46,-34043.0
09/02/2017,US DOLLAR FUTURES,Brokers & Dealers,165.0,0.02,135.0,0.02,30.0
09/02/2017,US DOLLAR FUTURES,Other,20.0,0.0,0.0,0.0,20.0
09/02/2017,US DOLLAR FUTURES,Institutional Investors,157964.0,27.68,224466.0,39.33,-66502.0
09/02/2017,US DOLLAR FUTURES,Domestic,157964.0,27.68,224466.0,39.33,-66502.0
09/02/2017,US DOLLAR FUTURES,Nonresident Investors,249874.0,43.78,152449.0,26.71,97425.0
09/02/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,249874.0,43.78,152449.0,26.71,97425.0
09/02/2017,US DOLLAR FUTURES,Corporations,21630.0,3.79,18940.0,3.31,2690.0
09/02/2017,US DOLLAR FUTURES,Individuals,1200.0,0.21,820.0,0.14,380.0
09/02/2017,US DOLLAR FUTURES,Total,570625.0,100.0,570625.0,100.0,0.0
10/02/2017,US DOLLAR FUTURES,Financial Institutions,152702.0,26.22,168965.0,29.01,-16263.0
10/02/2017,US DOLLAR FUTURES,Banks,152517.0,26.19,168830.0,28.99,-16313.0
10/02/2017,US DOLLAR FUTURES,Brokers & Dealers,165.0,0.02,135.0,0.02,30.0
10/02/2017,US DOLLAR FUTURES,Other,20.0,0.0,0.0,0.0,20.0
10/02/2017,US DOLLAR FUTURES,Institutional Investors,160003.0,27.47,232513.0,39.93,-72510.0
10/02/2017,US DOLLAR FUTURES,Domestic,160003.0,27.47,232513.0,39.93,-72510.0
10/02/2017,US DOLLAR FUTURES,Nonresident Investors,247282.0,42.46,159684.0,27.42,87598.0
10/02/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,247282.0,42.46,159684.0,27.42,87598.0
10/02/2017,US DOLLAR FUTURES,Corporations,20905.0,3.59,20310.0,3.48,595.0
10/02/2017,US DOLLAR FUTURES,Individuals,1405.0,0.24,825.0,0.14,580.0
10/02/2017,US DOLLAR FUTURES,Total,582297.0,100.0,582297.0,100.0,0.0
13/02/2017,US DOLLAR FUTURES,Financial Institutions,146357.0,25.05,173390.0,29.67,-27033.0
13/02/2017,US DOLLAR FUTURES,Banks,146172.0,25.02,173255.0,29.65,-27083.0
13/02/2017,US DOLLAR FUTURES,Brokers & Dealers,165.0,0.02,135.0,0.02,30.0
13/02/2017,US DOLLAR FUTURES,Other,20.0,0.0,0.0,0.0,20.0
13/02/2017,US DOLLAR FUTURES,Institutional Investors,162129.0,27.75,230677.0,39.48,-68548.0
13/02/2017,US DOLLAR FUTURES,Domestic,162129.0,27.75,230677.0,39.48,-68548.0
13/02/2017,US DOLLAR FUTURES,Nonresident Investors,250896.0,42.94,157660.0,26.98,93236.0
13/02/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,250896.0,42.94,157660.0,26.98,93236.0
13/02/2017,US DOLLAR FUTURES,Corporations,23455.0,4.01,21635.0,3.7,1820.0
13/02/2017,US DOLLAR FUTURES,Individuals,1380.0,0.23,855.0,0.14,525.0
13/02/2017,US DOLLAR FUTURES,Total,584217.0,100.0,584217.0,100.0,0.0
14/02/2017,US DOLLAR FUTURES,Financial Institutions,143772.0,23.88,163105.0,27.09,-19333.0
14/02/2017,US DOLLAR FUTURES,Banks,143622.0,23.85,163030.0,27.08,-19408.0
14/02/2017,US DOLLAR FUTURES,Brokers & Dealers,130.0,0.02,75.0,0.01,55.0
14/02/2017,US DOLLAR FUTURES,Other,20.0,0.0,0.0,0.0,20.0
14/02/2017,US DOLLAR FUTURES,Institutional Investors,177840.0,29.54,254790.0,42.32,-76950.0
14/02/2017,US DOLLAR FUTURES,Domestic,177840.0,29.54,254790.0,42.32,-76950.0
14/02/2017,US DOLLAR FUTURES,Nonresident Investors,255515.0,42.44,160907.0,26.72,94608.0
14/02/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,255515.0,42.44,160907.0,26.72,94608.0
14/02/2017,US DOLLAR FUTURES,Corporations,23270.0,3.86,22455.0,3.73,815.0
14/02/2017,US DOLLAR FUTURES,Individuals,1575.0,0.26,715.0,0.11,860.0
14/02/2017,US DOLLAR FUTURES,Total,601972.0,100.0,601972.0,100.0,0.0
15/02/2017,US DOLLAR FUTURES,Financial Institutions,158752.0,25.49,162185.0,26.04,-3433.0
15/02/2017,US DOLLAR FUTURES,Banks,158647.0,25.47,162130.0,26.03,-3483.0
15/02/2017,US DOLLAR FUTURES,Brokers & Dealers,85.0,0.01,55.0,0.0,30.0
15/02/2017,US DOLLAR FUTURES,Other,20.0,0.0,0.0,0.0,20.0
15/02/2017,US DOLLAR FUTURES,Institutional Investors,185953.0,29.86,267228.0,42.91,-81275.0
15/02/2017,US DOLLAR FUTURES,Domestic,185953.0,29.86,267228.0,42.91,-81275.0
15/02/2017,US DOLLAR FUTURES,Nonresident Investors,253793.0,40.75,169130.0,27.15,84663.0
15/02/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,253793.0,40.75,169130.0,27.15,84663.0
15/02/2017,US DOLLAR FUTURES,Corporations,22685.0,3.64,23335.0,3.74,-650.0
15/02/2017,US DOLLAR FUTURES,Individuals,1540.0,0.24,845.0,0.13,695.0
15/02/2017,US DOLLAR FUTURES,Total,622723.0,100.0,622723.0,100.0,0.0
16/02/2017,US DOLLAR FUTURES,Financial Institutions,162642.0,26.01,158625.0,25.37,4017.0
16/02/2017,US DOLLAR FUTURES,Banks,162537.0,25.99,158570.0,25.36,3967.0
16/02/2017,US DOLLAR FUTURES,Brokers & Dealers,85.0,0.01,55.0,0.0,30.0
16/02/2017,US DOLLAR FUTURES,Other,20.0,0.0,0.0,0.0,20.0
16/02/2017,US DOLLAR FUTURES,Institutional Investors,203263.0,32.51,272179.0,43.53,-68916.0
16/02/2017,US DOLLAR FUTURES,Domestic,203263.0,32.51,272179.0,43.53,-68916.0
16/02/2017,US DOLLAR FUTURES,Nonresident Investors,236327.0,37.79,169178.0,27.05,67149.0
16/02/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,236327.0,37.79,169178.0,27.05,67149.0
16/02/2017,US DOLLAR FUTURES,Corporations,21810.0,3.48,24290.0,3.88,-2480.0
16/02/2017,US DOLLAR FUTURES,Individuals,1185.0,0.18,955.0,0.15,230.0
16/02/2017,US DOLLAR FUTURES,Total,625227.0,100.0,625227.0,100.0,0.0
17/02/2017,US DOLLAR FUTURES,Financial Institutions,170076.0,26.5,174530.0,27.2,-4454.0
17/02/2017,US DOLLAR FUTURES,Banks,169956.0,26.49,174460.0,27.19,-4504.0
17/02/2017,US DOLLAR FUTURES,Brokers & Dealers,100.0,0.01,70.0,0.01,30.0
17/02/2017,US DOLLAR FUTURES,Other,20.0,0.0,0.0,0.0,20.0
17/02/2017,US DOLLAR FUTURES,Institutional Investors,209532.0,32.65,281137.0,43.81,-71605.0
17/02/2017,US DOLLAR FUTURES,Domestic,209532.0,32.65,281137.0,43.81,-71605.0
17/02/2017,US DOLLAR FUTURES,Nonresident Investors,239712.0,37.36,164193.0,25.59,75519.0
17/02/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,239712.0,37.36,164193.0,25.59,75519.0
17/02/2017,US DOLLAR FUTURES,Corporations,21255.0,3.31,20690.0,3.22,565.0
17/02/2017,US DOLLAR FUTURES,Individuals,1000.0,0.15,1025.0,0.15,-25.0
17/02/2017,US DOLLAR FUTURES,Total,641575.0,100.0,641575.0,100.0,0.0
20/02/2017,US DOLLAR FUTURES,Financial Institutions,174796.0,26.76,178640.0,27.35,-3844.0
20/02/2017,US DOLLAR FUTURES,Banks,174676.0,26.74,178570.0,27.34,-3894.0
20/02/2017,US DOLLAR FUTURES,Brokers & Dealers,100.0,0.01,70.0,0.01,30.0
20/02/2017,US DOLLAR FUTURES,Other,20.0,0.0,0.0,0.0,20.0
20/02/2017,US DOLLAR FUTURES,Institutional Investors,211562.0,32.39,283644.0,43.43,-72082.0
20/02/2017,US DOLLAR FUTURES,Domestic,211562.0,32.39,283644.0,43.43,-72082.0
20/02/2017,US DOLLAR FUTURES,Nonresident Investors,243968.0,37.35,167212.0,25.6,76756.0
20/02/2017,US DOLLAR FUTURES,Nonresident investors - RES.2689,243968.0,37.35,167212.0,25.6,76756.0
20/02/2017,US DOLLAR FUTURES,Corporations,21720.0,3.32,22580.0,3.45,-860.0
20/02/2017,US DOLLAR FUTURES,Individuals,975.0,0.14,945.0,0.14,30.0
20/02/2017,US DOLLAR FUTURES,Total,653021.0,100.0,653021.0,100.0,0.0
21/02/2017,US DOLLAR FUTURES,Financial Institutions,183841.0,27.11,171465.0,25.28,12376.0
