DATA,DERIVATIVO,PARTICIPANTE,LONGCONTRACTS,LONG_,SHORTCONTRACTS,SHORT_,SALDO
09/08/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,247592.0,34.45,280464.0,39.03,-32872.0
09/08/2011,US DOLLAR FUTURES,Corporations,25240.0,3.51,17160.0,2.39,8080.0
09/08/2011,US DOLLAR FUTURES,Individuals,1790.0,0.25,320.0,0.04,1470.0
09/08/2011,US DOLLAR FUTURES,Total,718643.0,100.0,718643.0,100.0,0.0
10/08/2011,US DOLLAR FUTURES,Financial Institutions,286808.0,39.2,238900.0,32.65,47908.0
10/08/2011,US DOLLAR FUTURES,Banks,247443.0,33.82,238375.0,32.58,9068.0
10/08/2011,US DOLLAR FUTURES,Brokers & Dealers,235.0,0.03,295.0,0.04,-60.0
10/08/2011,US DOLLAR FUTURES,Other,39130.0,5.35,230.0,0.03,38900.0
10/08/2011,US DOLLAR FUTURES,Institutional Investors,153417.0,20.97,200587.0,27.41,-47170.0
10/08/2011,US DOLLAR FUTURES,Domestic,153417.0,20.97,200587.0,27.41,-47170.0
10/08/2011,US DOLLAR FUTURES,Nonresident Investors,265416.0,36.28,275799.0,37.69,-10383.0
10/08/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,265416.0,36.28,275799.0,37.69,-10383.0
10/08/2011,US DOLLAR FUTURES,Corporations,24245.0,3.31,16105.0,2.2,8140.0
10/08/2011,US DOLLAR FUTURES,Individuals,1790.0,0.24,285.0,0.04,1505.0
10/08/2011,US DOLLAR FUTURES,Total,731676.0,100.0,731676.0,100.0,0.0
11/08/2011,US DOLLAR FUTURES,Financial Institutions,286998.0,39.1,243814.0,33.22,43184.0
11/08/2011,US DOLLAR FUTURES,Banks,247613.0,33.73,243284.0,33.15,4329.0
11/08/2011,US DOLLAR FUTURES,Brokers & Dealers,255.0,0.03,300.0,0.04,-45.0
11/08/2011,US DOLLAR FUTURES,Other,39130.0,5.33,230.0,0.03,38900.0
11/08/2011,US DOLLAR FUTURES,Institutional Investors,153191.0,20.87,203166.0,27.68,-49975.0
11/08/2011,US DOLLAR FUTURES,Domestic,153191.0,20.87,203166.0,27.68,-49975.0
11/08/2011,US DOLLAR FUTURES,Nonresident Investors,261574.0,35.64,270533.0,36.86,-8959.0
11/08/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,261574.0,35.64,270533.0,36.86,-8959.0
11/08/2011,US DOLLAR FUTURES,Corporations,30425.0,4.15,16165.0,2.2,14260.0
11/08/2011,US DOLLAR FUTURES,Individuals,1810.0,0.25,320.0,0.04,1490.0
11/08/2011,US DOLLAR FUTURES,Total,733998.0,100.0,733998.0,100.0,0.0
12/08/2011,US DOLLAR FUTURES,Financial Institutions,296719.0,39.57,254165.0,33.9,42554.0
12/08/2011,US DOLLAR FUTURES,Banks,257354.0,34.32,253550.0,33.82,3804.0
12/08/2011,US DOLLAR FUTURES,Brokers & Dealers,235.0,0.03,385.0,0.05,-150.0
12/08/2011,US DOLLAR FUTURES,Other,39130.0,5.22,230.0,0.03,38900.0
12/08/2011,US DOLLAR FUTURES,Institutional Investors,154974.0,20.67,204753.0,27.31,-49779.0
12/08/2011,US DOLLAR FUTURES,Domestic,154974.0,20.67,204753.0,27.31,-49779.0
12/08/2011,US DOLLAR FUTURES,Nonresident Investors,265634.0,35.43,273944.0,36.54,-8310.0
12/08/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,265634.0,35.43,273944.0,36.54,-8310.0
12/08/2011,US DOLLAR FUTURES,Corporations,30675.0,4.09,16625.0,2.22,14050.0
12/08/2011,US DOLLAR FUTURES,Individuals,1785.0,0.24,300.0,0.04,1485.0
12/08/2011,US DOLLAR FUTURES,Total,749787.0,100.0,749787.0,100.0,0.0
15/08/2011,US DOLLAR FUTURES,Financial Institutions,302284.0,40.51,245926.0,32.95,56358.0
15/08/2011,US DOLLAR FUTURES,Banks,262864.0,35.22,245426.0,32.89,17438.0
15/08/2011,US DOLLAR FUTURES,Brokers & Dealers,290.0,0.04,270.0,0.04,20.0
15/08/2011,US DOLLAR FUTURES,Other,39130.0,5.24,230.0,0.03,38900.0
15/08/2011,US DOLLAR FUTURES,Institutional Investors,151571.0,20.31,206809.0,27.71,-55238.0
15/08/2011,US DOLLAR FUTURES,Domestic,151571.0,20.31,206809.0,27.71,-55238.0
15/08/2011,US DOLLAR FUTURES,Nonresident Investors,261110.0,34.99,276570.0,37.06,-15460.0
15/08/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,261110.0,34.99,276570.0,37.06,-15460.0
15/08/2011,US DOLLAR FUTURES,Corporations,29545.0,3.96,16650.0,2.23,12895.0
15/08/2011,US DOLLAR FUTURES,Individuals,1765.0,0.24,320.0,0.04,1445.0
15/08/2011,US DOLLAR FUTURES,Total,746275.0,100.0,746275.0,100.0,0.0
16/08/2011,US DOLLAR FUTURES,Financial Institutions,314774.0,41.33,259781.0,34.11,54993.0
16/08/2011,US DOLLAR FUTURES,Banks,275284.0,36.14,259316.0,34.04,15968.0
16/08/2011,US DOLLAR FUTURES,Brokers & Dealers,360.0,0.05,235.0,0.03,125.0
16/08/2011,US DOLLAR FUTURES,Other,39130.0,5.14,230.0,0.03,38900.0
16/08/2011,US DOLLAR FUTURES,Institutional Investors,155167.0,20.37,210557.0,27.64,-55390.0
16/08/2011,US DOLLAR FUTURES,Domestic,155167.0,20.37,210557.0,27.64,-55390.0
16/08/2011,US DOLLAR FUTURES,Nonresident Investors,256976.0,33.74,274384.0,36.02,-17408.0
16/08/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,256976.0,33.74,274384.0,36.02,-17408.0
16/08/2011,US DOLLAR FUTURES,Corporations,32855.0,4.31,16650.0,2.19,16205.0
16/08/2011,US DOLLAR FUTURES,Individuals,1915.0,0.25,315.0,0.04,1600.0
16/08/2011,US DOLLAR FUTURES,Total,761687.0,100.0,761687.0,100.0,0.0
17/08/2011,US DOLLAR FUTURES,Financial Institutions,320684.0,42.1,253074.0,33.22,67610.0
17/08/2011,US DOLLAR FUTURES,Banks,281214.0,36.92,252664.0,33.17,28550.0
17/08/2011,US DOLLAR FUTURES,Brokers & Dealers,340.0,0.04,245.0,0.03,95.0
17/08/2011,US DOLLAR FUTURES,Other,39130.0,5.14,165.0,0.02,38965.0
17/08/2011,US DOLLAR FUTURES,Institutional Investors,161179.0,21.16,212137.0,27.85,-50958.0
17/08/2011,US DOLLAR FUTURES,Domestic,161179.0,21.16,212137.0,27.85,-50958.0
17/08/2011,US DOLLAR FUTURES,Nonresident Investors,250624.0,32.9,279541.0,36.7,-28917.0
17/08/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,250624.0,32.9,279541.0,36.7,-28917.0
17/08/2011,US DOLLAR FUTURES,Corporations,27430.0,3.6,16710.0,2.19,10720.0
17/08/2011,US DOLLAR FUTURES,Individuals,1855.0,0.24,310.0,0.04,1545.0
17/08/2011,US DOLLAR FUTURES,Total,761772.0,100.0,761772.0,100.0,0.0
18/08/2011,US DOLLAR FUTURES,Financial Institutions,317818.0,40.88,275095.0,35.38,42723.0
18/08/2011,US DOLLAR FUTURES,Banks,278253.0,35.79,274670.0,35.33,3583.0
18/08/2011,US DOLLAR FUTURES,Brokers & Dealers,435.0,0.06,260.0,0.03,175.0
18/08/2011,US DOLLAR FUTURES,Other,39130.0,5.03,165.0,0.02,38965.0
18/08/2011,US DOLLAR FUTURES,Institutional Investors,173106.0,22.26,207813.0,26.73,-34707.0
18/08/2011,US DOLLAR FUTURES,Domestic,173106.0,22.26,207813.0,26.73,-34707.0
18/08/2011,US DOLLAR FUTURES,Nonresident Investors,262921.0,33.82,276517.0,35.56,-13596.0
18/08/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,262921.0,33.82,276517.0,35.56,-13596.0
18/08/2011,US DOLLAR FUTURES,Corporations,22010.0,2.83,17675.0,2.27,4335.0
18/08/2011,US DOLLAR FUTURES,Individuals,1660.0,0.21,415.0,0.05,1245.0
18/08/2011,US DOLLAR FUTURES,Total,777515.0,100.0,777515.0,100.0,0.0
19/08/2011,US DOLLAR FUTURES,Financial Institutions,330171.0,41.48,283564.0,35.63,46607.0
19/08/2011,US DOLLAR FUTURES,Banks,290651.0,36.52,283159.0,35.58,7492.0
19/08/2011,US DOLLAR FUTURES,Brokers & Dealers,390.0,0.05,240.0,0.03,150.0
19/08/2011,US DOLLAR FUTURES,Other,39130.0,4.92,165.0,0.02,38965.0
19/08/2011,US DOLLAR FUTURES,Institutional Investors,174453.0,21.92,209267.0,26.29,-34814.0
19/08/2011,US DOLLAR FUTURES,Domestic,174453.0,21.92,209267.0,26.29,-34814.0
19/08/2011,US DOLLAR FUTURES,Nonresident Investors,264446.0,33.22,285664.0,35.89,-21218.0
19/08/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,264446.0,33.22,285664.0,35.89,-21218.0
19/08/2011,US DOLLAR FUTURES,Corporations,25145.0,3.16,17145.0,2.15,8000.0
19/08/2011,US DOLLAR FUTURES,Individuals,1720.0,0.22,295.0,0.04,1425.0
19/08/2011,US DOLLAR FUTURES,Total,795935.0,100.0,795935.0,100.0,0.0
22/08/2011,US DOLLAR FUTURES,Financial Institutions,334067.0,41.17,289240.0,35.65,44827.0
22/08/2011,US DOLLAR FUTURES,Banks,294597.0,36.31,288585.0,35.57,6012.0
22/08/2011,US DOLLAR FUTURES,Brokers & Dealers,340.0,0.04,375.0,0.05,-35.0
22/08/2011,US DOLLAR FUTURES,Other,39130.0,4.82,280.0,0.03,38850.0
22/08/2011,US DOLLAR FUTURES,Institutional Investors,178770.0,22.03,212357.0,26.17,-33587.0
22/08/2011,US DOLLAR FUTURES,Domestic,178770.0,22.03,212357.0,26.17,-33587.0
22/08/2011,US DOLLAR FUTURES,Nonresident Investors,271976.0,33.52,292221.0,36.01,-20245.0
22/08/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,271976.0,33.52,292221.0,36.01,-20245.0
22/08/2011,US DOLLAR FUTURES,Corporations,25015.0,3.08,17260.0,2.13,7755.0
22/08/2011,US DOLLAR FUTURES,Individuals,1570.0,0.19,320.0,0.04,1250.0
22/08/2011,US DOLLAR FUTURES,Total,811398.0,100.0,811398.0,100.0,0.0
23/08/2011,US DOLLAR FUTURES,Financial Institutions,342238.0,41.55,292298.0,35.48,49940.0
23/08/2011,US DOLLAR FUTURES,Banks,302703.0,36.75,291893.0,35.44,10810.0
23/08/2011,US DOLLAR FUTURES,Brokers & Dealers,405.0,0.05,240.0,0.03,165.0
23/08/2011,US DOLLAR FUTURES,Other,39130.0,4.75,165.0,0.02,38965.0
23/08/2011,US DOLLAR FUTURES,Institutional Investors,179328.0,21.77,206867.0,25.11,-27539.0
23/08/2011,US DOLLAR FUTURES,Domestic,179328.0,21.77,206867.0,25.11,-27539.0
23/08/2011,US DOLLAR FUTURES,Nonresident Investors,284669.0,34.56,304675.0,36.99,-20006.0
23/08/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,284669.0,34.56,304675.0,36.99,-20006.0
23/08/2011,US DOLLAR FUTURES,Corporations,16000.0,1.94,19595.0,2.38,-3595.0
23/08/2011,US DOLLAR FUTURES,Individuals,1500.0,0.18,300.0,0.04,1200.0
23/08/2011,US DOLLAR FUTURES,Total,823735.0,100.0,823735.0,100.0,0.0
24/08/2011,US DOLLAR FUTURES,Financial Institutions,351602.0,40.94,306968.0,35.74,44634.0
24/08/2011,US DOLLAR FUTURES,Banks,312112.0,36.34,306573.0,35.7,5539.0
24/08/2011,US DOLLAR FUTURES,Brokers & Dealers,360.0,0.04,230.0,0.03,130.0
24/08/2011,US DOLLAR FUTURES,Other,39130.0,4.56,165.0,0.02,38965.0
24/08/2011,US DOLLAR FUTURES,Institutional Investors,188599.0,21.96,206229.0,24.01,-17630.0
24/08/2011,US DOLLAR FUTURES,Domestic,188599.0,21.96,206229.0,24.01,-17630.0
24/08/2011,US DOLLAR FUTURES,Nonresident Investors,301015.0,35.05,323309.0,37.65,-22294.0
24/08/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,301015.0,35.05,323309.0,37.65,-22294.0
24/08/2011,US DOLLAR FUTURES,Corporations,15970.0,1.86,21930.0,2.55,-5960.0
24/08/2011,US DOLLAR FUTURES,Individuals,1645.0,0.19,395.0,0.05,1250.0
24/08/2011,US DOLLAR FUTURES,Total,858831.0,100.0,858831.0,100.0,0.0
25/08/2011,US DOLLAR FUTURES,Financial Institutions,360385.0,40.28,326003.0,36.43,34382.0
25/08/2011,US DOLLAR FUTURES,Banks,320915.0,35.87,325523.0,36.38,-4608.0
25/08/2011,US DOLLAR FUTURES,Brokers & Dealers,340.0,0.04,225.0,0.03,115.0
25/08/2011,US DOLLAR FUTURES,Other,39130.0,4.37,255.0,0.03,38875.0
25/08/2011,US DOLLAR FUTURES,Institutional Investors,198669.0,22.2,214971.0,24.03,-16302.0
25/08/2011,US DOLLAR FUTURES,Domestic,198669.0,22.2,214971.0,24.03,-16302.0
25/08/2011,US DOLLAR FUTURES,Nonresident Investors,316218.0,35.34,331783.0,37.08,-15565.0
25/08/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,316218.0,35.34,331783.0,37.08,-15565.0
25/08/2011,US DOLLAR FUTURES,Corporations,17890.0,2.0,21665.0,2.42,-3775.0
25/08/2011,US DOLLAR FUTURES,Individuals,1600.0,0.18,340.0,0.04,1260.0
25/08/2011,US DOLLAR FUTURES,Total,894762.0,100.0,894762.0,100.0,0.0
26/08/2011,US DOLLAR FUTURES,Financial Institutions,378056.0,40.58,337592.0,36.24,40464.0
26/08/2011,US DOLLAR FUTURES,Banks,338616.0,36.35,337182.0,36.19,1434.0
26/08/2011,US DOLLAR FUTURES,Brokers & Dealers,310.0,0.03,245.0,0.03,65.0
26/08/2011,US DOLLAR FUTURES,Other,39130.0,4.2,165.0,0.02,38965.0
26/08/2011,US DOLLAR FUTURES,Institutional Investors,207497.0,22.27,219583.0,23.57,-12086.0
26/08/2011,US DOLLAR FUTURES,Domestic,207497.0,22.27,219583.0,23.57,-12086.0
26/08/2011,US DOLLAR FUTURES,Nonresident Investors,324655.0,34.85,351493.0,37.73,-26838.0
26/08/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,324655.0,34.85,351493.0,37.73,-26838.0
26/08/2011,US DOLLAR FUTURES,Corporations,19870.0,2.13,22555.0,2.42,-2685.0
26/08/2011,US DOLLAR FUTURES,Individuals,1515.0,0.16,370.0,0.04,1145.0
26/08/2011,US DOLLAR FUTURES,Total,931593.0,100.0,931593.0,100.0,0.0
29/08/2011,US DOLLAR FUTURES,Financial Institutions,389213.0,40.78,343982.0,36.04,45231.0
29/08/2011,US DOLLAR FUTURES,Banks,349768.0,36.65,343577.0,36.0,6191.0
29/08/2011,US DOLLAR FUTURES,Brokers & Dealers,315.0,0.03,240.0,0.03,75.0
29/08/2011,US DOLLAR FUTURES,Other,39130.0,4.1,165.0,0.02,38965.0
29/08/2011,US DOLLAR FUTURES,Institutional Investors,219060.0,22.95,231712.0,24.28,-12652.0
29/08/2011,US DOLLAR FUTURES,Domestic,219060.0,22.95,231712.0,24.28,-12652.0
29/08/2011,US DOLLAR FUTURES,Nonresident Investors,319806.0,33.51,356370.0,37.34,-36564.0
29/08/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,319806.0,33.51,356370.0,37.34,-36564.0
29/08/2011,US DOLLAR FUTURES,Corporations,24200.0,2.54,21980.0,2.3,2220.0
29/08/2011,US DOLLAR FUTURES,Individuals,2135.0,0.22,370.0,0.04,1765.0
29/08/2011,US DOLLAR FUTURES,Total,954414.0,100.0,954414.0,100.0,0.0
30/08/2011,US DOLLAR FUTURES,Financial Institutions,451969.0,45.07,389044.0,38.8,62925.0
30/08/2011,US DOLLAR FUTURES,Banks,412379.0,41.13,388494.0,38.74,23885.0
30/08/2011,US DOLLAR FUTURES,Brokers & Dealers,460.0,0.05,385.0,0.04,75.0
30/08/2011,US DOLLAR FUTURES,Other,39130.0,3.9,165.0,0.02,38965.0
30/08/2011,US DOLLAR FUTURES,Institutional Investors,219770.0,21.92,238788.0,23.81,-19018.0
30/08/2011,US DOLLAR FUTURES,Domestic,219770.0,21.92,238788.0,23.81,-19018.0
30/08/2011,US DOLLAR FUTURES,Nonresident Investors,305943.0,30.51,354805.0,35.38,-48862.0
30/08/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,305943.0,30.51,354805.0,35.38,-48862.0
30/08/2011,US DOLLAR FUTURES,Corporations,23570.0,2.35,19580.0,1.95,3990.0
30/08/2011,US DOLLAR FUTURES,Individuals,1485.0,0.15,520.0,0.05,965.0
30/08/2011,US DOLLAR FUTURES,Total,1002737.0,100.0,1002737.0,100.0,0.0
31/08/2011,US DOLLAR FUTURES,Financial Institutions,490100.0,46.49,410931.0,38.98,79169.0
31/08/2011,US DOLLAR FUTURES,Banks,453650.0,43.03,410366.0,38.93,43284.0
31/08/2011,US DOLLAR FUTURES,Brokers & Dealers,470.0,0.04,390.0,0.04,80.0
31/08/2011,US DOLLAR FUTURES,Other,35980.0,3.41,175.0,0.02,35805.0
31/08/2011,US DOLLAR FUTURES,Institutional Investors,225357.0,21.38,260552.0,24.72,-35195.0
31/08/2011,US DOLLAR FUTURES,Domestic,225357.0,21.38,260552.0,24.72,-35195.0
31/08/2011,US DOLLAR FUTURES,Nonresident Investors,312085.0,29.61,365014.0,34.63,-52929.0
31/08/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,312085.0,29.61,365014.0,34.63,-52929.0
31/08/2011,US DOLLAR FUTURES,Corporations,24690.0,2.34,16440.0,1.56,8250.0
31/08/2011,US DOLLAR FUTURES,Individuals,1910.0,0.18,1205.0,0.11,705.0
31/08/2011,US DOLLAR FUTURES,Total,1054142.0,100.0,1054142.0,100.0,0.0
01/09/2011,US DOLLAR FUTURES,Financial Institutions,334421.0,46.35,265008.0,36.73,69413.0
01/09/2011,US DOLLAR FUTURES,Banks,298226.0,41.33,264548.0,36.67,33678.0
01/09/2011,US DOLLAR FUTURES,Brokers & Dealers,215.0,0.03,285.0,0.04,-70.0
01/09/2011,US DOLLAR FUTURES,Other,35980.0,4.99,175.0,0.02,35805.0
01/09/2011,US DOLLAR FUTURES,Institutional Investors,156209.0,21.65,193213.0,26.78,-37004.0
01/09/2011,US DOLLAR FUTURES,Domestic,156209.0,21.65,193213.0,26.78,-37004.0
01/09/2011,US DOLLAR FUTURES,Nonresident Investors,211537.0,29.32,248236.0,34.4,-36699.0
01/09/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,211537.0,29.32,248236.0,34.4,-36699.0
01/09/2011,US DOLLAR FUTURES,Corporations,18535.0,2.57,14325.0,1.99,4210.0
01/09/2011,US DOLLAR FUTURES,Individuals,825.0,0.11,745.0,0.1,80.0
01/09/2011,US DOLLAR FUTURES,Total,721527.0,100.0,721527.0,100.0,0.0
02/09/2011,US DOLLAR FUTURES,Financial Institutions,315969.0,40.93,300160.0,38.88,15809.0
02/09/2011,US DOLLAR FUTURES,Banks,279789.0,36.24,299670.0,38.82,-19881.0
02/09/2011,US DOLLAR FUTURES,Brokers & Dealers,200.0,0.03,315.0,0.04,-115.0
02/09/2011,US DOLLAR FUTURES,Other,35980.0,4.66,175.0,0.02,35805.0
02/09/2011,US DOLLAR FUTURES,Institutional Investors,170489.0,22.08,202982.0,26.29,-32493.0
02/09/2011,US DOLLAR FUTURES,Domestic,170489.0,22.08,202982.0,26.29,-32493.0
02/09/2011,US DOLLAR FUTURES,Nonresident Investors,241920.0,31.34,248736.0,32.22,-6816.0
02/09/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,241920.0,31.34,248736.0,32.22,-6816.0
02/09/2011,US DOLLAR FUTURES,Corporations,42860.0,5.55,19465.0,2.52,23395.0
02/09/2011,US DOLLAR FUTURES,Individuals,760.0,0.1,655.0,0.08,105.0
02/09/2011,US DOLLAR FUTURES,Total,771998.0,100.0,771998.0,100.0,0.0
05/09/2011,US DOLLAR FUTURES,Financial Institutions,315694.0,40.13,305660.0,38.86,10034.0
05/09/2011,US DOLLAR FUTURES,Banks,279514.0,35.53,305190.0,38.8,-25676.0
05/09/2011,US DOLLAR FUTURES,Brokers & Dealers,200.0,0.03,285.0,0.04,-85.0
05/09/2011,US DOLLAR FUTURES,Other,35980.0,4.57,185.0,0.02,35795.0
05/09/2011,US DOLLAR FUTURES,Institutional Investors,176916.0,22.49,213014.0,27.08,-36098.0
05/09/2011,US DOLLAR FUTURES,Domestic,176916.0,22.49,213014.0,27.08,-36098.0
05/09/2011,US DOLLAR FUTURES,Nonresident Investors,248776.0,31.62,248662.0,31.61,114.0
05/09/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,248776.0,31.62,248662.0,31.61,114.0
05/09/2011,US DOLLAR FUTURES,Corporations,44790.0,5.69,18655.0,2.37,26135.0
05/09/2011,US DOLLAR FUTURES,Individuals,470.0,0.06,655.0,0.08,-185.0
05/09/2011,US DOLLAR FUTURES,Total,786646.0,100.0,786646.0,100.0,0.0
06/09/2011,US DOLLAR FUTURES,Financial Institutions,322168.0,39.74,320521.0,39.54,1647.0
06/09/2011,US DOLLAR FUTURES,Banks,286003.0,35.28,320056.0,39.48,-34053.0
06/09/2011,US DOLLAR FUTURES,Brokers & Dealers,185.0,0.02,270.0,0.03,-85.0
06/09/2011,US DOLLAR FUTURES,Other,35980.0,4.44,195.0,0.02,35785.0
06/09/2011,US DOLLAR FUTURES,Institutional Investors,184211.0,22.72,221584.0,27.33,-37373.0
06/09/2011,US DOLLAR FUTURES,Domestic,184211.0,22.72,221584.0,27.33,-37373.0
06/09/2011,US DOLLAR FUTURES,Nonresident Investors,258796.0,31.92,249020.0,30.72,9776.0
06/09/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,258796.0,31.92,249020.0,30.72,9776.0
06/09/2011,US DOLLAR FUTURES,Corporations,45070.0,5.56,18735.0,2.31,26335.0
06/09/2011,US DOLLAR FUTURES,Individuals,460.0,0.06,845.0,0.1,-385.0
06/09/2011,US DOLLAR FUTURES,Total,810705.0,100.0,810705.0,100.0,0.0
08/09/2011,US DOLLAR FUTURES,Financial Institutions,325308.0,39.48,326170.0,39.59,-862.0
08/09/2011,US DOLLAR FUTURES,Banks,289143.0,35.09,325695.0,39.53,-36552.0
08/09/2011,US DOLLAR FUTURES,Brokers & Dealers,185.0,0.02,290.0,0.04,-105.0
08/09/2011,US DOLLAR FUTURES,Other,35980.0,4.37,185.0,0.02,35795.0
08/09/2011,US DOLLAR FUTURES,Institutional Investors,189300.0,22.97,225895.0,27.42,-36595.0
08/09/2011,US DOLLAR FUTURES,Domestic,189300.0,22.97,225895.0,27.42,-36595.0
08/09/2011,US DOLLAR FUTURES,Nonresident Investors,261687.0,31.76,252010.0,30.59,9677.0
08/09/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,261687.0,31.76,252010.0,30.59,9677.0
08/09/2011,US DOLLAR FUTURES,Corporations,47140.0,5.72,19070.0,2.31,28070.0
08/09/2011,US DOLLAR FUTURES,Individuals,525.0,0.06,815.0,0.1,-290.0
08/09/2011,US DOLLAR FUTURES,Total,823960.0,100.0,823960.0,100.0,0.0
09/09/2011,US DOLLAR FUTURES,Financial Institutions,320208.0,37.84,354827.0,41.93,-34619.0
09/09/2011,US DOLLAR FUTURES,Banks,284033.0,33.57,354402.0,41.88,-70369.0
09/09/2011,US DOLLAR FUTURES,Brokers & Dealers,195.0,0.02,240.0,0.03,-45.0
09/09/2011,US DOLLAR FUTURES,Other,35980.0,4.25,185.0,0.02,35795.0
09/09/2011,US DOLLAR FUTURES,Institutional Investors,196001.0,23.16,226937.0,26.82,-30936.0
09/09/2011,US DOLLAR FUTURES,Domestic,196001.0,23.16,226937.0,26.82,-30936.0
09/09/2011,US DOLLAR FUTURES,Nonresident Investors,279736.0,33.06,247661.0,29.27,32075.0
09/09/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,279736.0,33.06,247661.0,29.27,32075.0
09/09/2011,US DOLLAR FUTURES,Corporations,49690.0,5.87,16085.0,1.9,33605.0
09/09/2011,US DOLLAR FUTURES,Individuals,535.0,0.06,660.0,0.08,-125.0
09/09/2011,US DOLLAR FUTURES,Total,846170.0,100.0,846170.0,100.0,0.0
12/09/2011,US DOLLAR FUTURES,Financial Institutions,309137.0,36.23,362195.0,42.45,-53058.0
12/09/2011,US DOLLAR FUTURES,Banks,274152.0,32.13,361730.0,42.39,-87578.0
12/09/2011,US DOLLAR FUTURES,Brokers & Dealers,245.0,0.03,280.0,0.03,-35.0
12/09/2011,US DOLLAR FUTURES,Other,34740.0,4.07,185.0,0.02,34555.0
12/09/2011,US DOLLAR FUTURES,Institutional Investors,196262.0,23.0,226821.0,26.58,-30559.0
12/09/2011,US DOLLAR FUTURES,Domestic,196262.0,23.0,226821.0,26.58,-30559.0
12/09/2011,US DOLLAR FUTURES,Nonresident Investors,287269.0,33.67,249422.0,29.23,37847.0
12/09/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,287269.0,33.67,249422.0,29.23,37847.0
12/09/2011,US DOLLAR FUTURES,Corporations,60060.0,7.04,14240.0,1.67,45820.0
12/09/2011,US DOLLAR FUTURES,Individuals,580.0,0.07,630.0,0.07,-50.0
12/09/2011,US DOLLAR FUTURES,Total,853308.0,100.0,853308.0,100.0,0.0
13/09/2011,US DOLLAR FUTURES,Financial Institutions,308507.0,35.78,366008.0,42.45,-57501.0
13/09/2011,US DOLLAR FUTURES,Banks,273557.0,31.73,365463.0,42.39,-91906.0
13/09/2011,US DOLLAR FUTURES,Brokers & Dealers,210.0,0.02,360.0,0.04,-150.0
13/09/2011,US DOLLAR FUTURES,Other,34740.0,4.03,185.0,0.02,34555.0
13/09/2011,US DOLLAR FUTURES,Institutional Investors,200110.0,23.21,232835.0,27.01,-32725.0
13/09/2011,US DOLLAR FUTURES,Domestic,200110.0,23.21,232835.0,27.01,-32725.0
13/09/2011,US DOLLAR FUTURES,Nonresident Investors,292985.0,33.98,248404.0,28.81,44581.0
13/09/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,292985.0,33.98,248404.0,28.81,44581.0
13/09/2011,US DOLLAR FUTURES,Corporations,59880.0,6.95,13925.0,1.62,45955.0
13/09/2011,US DOLLAR FUTURES,Individuals,640.0,0.07,950.0,0.11,-310.0
13/09/2011,US DOLLAR FUTURES,Total,862122.0,100.0,862122.0,100.0,0.0
14/09/2011,US DOLLAR FUTURES,Financial Institutions,309476.0,36.35,357657.0,42.01,-48181.0
14/09/2011,US DOLLAR FUTURES,Banks,274531.0,32.25,357067.0,41.94,-82536.0
14/09/2011,US DOLLAR FUTURES,Brokers & Dealers,205.0,0.02,405.0,0.05,-200.0
14/09/2011,US DOLLAR FUTURES,Other,34740.0,4.08,185.0,0.02,34555.0
14/09/2011,US DOLLAR FUTURES,Institutional Investors,193321.0,22.71,226580.0,26.62,-33259.0
14/09/2011,US DOLLAR FUTURES,Domestic,193321.0,22.71,226580.0,26.62,-33259.0
14/09/2011,US DOLLAR FUTURES,Nonresident Investors,288663.0,33.91,251963.0,29.6,36700.0
14/09/2011,US DOLLAR FUTURES,Nonresident investors - RES.2689,288663.0,33.91,251963.0,29.6,36700.0
14/09/2011,US DOLLAR FUTURES,Corporations,59250.0,6.96,14095.0,1.66,45155.0
14/09/2011,US DOLLAR FUTURES,Individuals,570.0,0.07,985.0,0.12,-415.0
14/09/2011,US DOLLAR FUTURES,Total,851280.0,100.0,851280.0,100.0,0.0
15/09/2011,US DOLLAR FUTURES,Financial Institutions,305184.0,35.85,356487.0,41.87,-51303.0
15/09/2011,US DOLLAR FUTURES,Banks,270229.0,31.74,355917.0,41.8,-85688.0
