DATA;PARTICIPANTE;SALDO;ACUMULADO
26/01/2010;Financial Institutions;-84960;-1742486
26/01/2010;Banks;-141473;-2489971
26/01/2010;Brokers & Dealers;-7;235
26/01/2010;Other;56520;747250
26/01/2010;Institutional Investors;-46309;-79527
26/01/2010;Domestic;-46309;-79527
26/01/2010;Nonresident Investors;68464;1306163
26/01/2010;Nonresident investors - RES.2689;68464;1306163
26/01/2010;Corporations;63335;519395
26/01/2010;Individuals;-530;-3545
26/01/2010;Total;0;0
27/01/2010;Financial Institutions;-85870;-1828356
27/01/2010;Banks;-142343;-2632314
27/01/2010;Brokers & Dealers;-47;188
27/01/2010;Other;56520;803770
27/01/2010;Institutional Investors;-68815;-148342
27/01/2010;Domestic;-68815;-148342
27/01/2010;Nonresident Investors;92455;1398618
27/01/2010;Nonresident investors - RES.2689;92455;1398618
27/01/2010;Corporations;62855;582250
27/01/2010;Individuals;-625;-4170
27/01/2010;Total;0;0
28/01/2010;Financial Institutions;-111600;-1939956
28/01/2010;Banks;-169178;-2801492
28/01/2010;Brokers & Dealers;-27;161
28/01/2010;Other;57605;861375
28/01/2010;Institutional Investors;-64427;-212769
28/01/2010;Domestic;-64427;-212769
28/01/2010;Nonresident Investors;109541;1508159
28/01/2010;Nonresident investors - RES.2689;109541;1508159
28/01/2010;Corporations;67576;649826
28/01/2010;Individuals;-1090;-5260
28/01/2010;Total;0;0
29/01/2010;Financial Institutions;-118830;-2058786
29/01/2010;Banks;-177633;-2979125
29/01/2010;Brokers & Dealers;-42;119
29/01/2010;Other;58845;920220
29/01/2010;Institutional Investors;-57866;-270635
29/01/2010;Domestic;-57866;-270635
29/01/2010;Nonresident Investors;108085;1616244
29/01/2010;Nonresident investors - RES.2689;108085;1616244
29/01/2010;Corporations;70491;720317
29/01/2010;Individuals;-1880;-7140
29/01/2010;Total;0;0
01/02/2010;Financial Institutions;-81463;-2140249
01/02/2010;Banks;-140275;-3119400
01/02/2010;Brokers & Dealers;-33;86
01/02/2010;Other;58845;979065
01/02/2010;Institutional Investors;-24383;-295018
01/02/2010;Domestic;-24383;-295018
01/02/2010;Nonresident Investors;34336;1650580
01/02/2010;Nonresident investors - RES.2689;34336;1650580
01/02/2010;Corporations;72100;792417
01/02/2010;Individuals;-590;-7730
01/02/2010;Total;0;0
02/02/2010;Financial Institutions;-90893;-2231142
02/02/2010;Banks;-149680;-3269080
02/02/2010;Brokers & Dealers;-58;28
02/02/2010;Other;58845;1037910
02/02/2010;Institutional Investors;-24171;-319189
02/02/2010;Domestic;-24171;-319189
02/02/2010;Nonresident Investors;42284;1692864
02/02/2010;Nonresident investors - RES.2689;42284;1692864
02/02/2010;Corporations;72990;865407
02/02/2010;Individuals;-210;-7940
02/02/2010;Total;0;0
03/02/2010;Financial Institutions;-100016;-2331158
03/02/2010;Banks;-158813;-3427893
03/02/2010;Brokers & Dealers;-48;-20
03/02/2010;Other;58845;1096755
03/02/2010;Institutional Investors;-28679;-347868
03/02/2010;Domestic;-28679;-347868
03/02/2010;Nonresident Investors;57210;1750074
03/02/2010;Nonresident investors - RES.2689;57210;1750074
03/02/2010;Corporations;72115;937522
03/02/2010;Individuals;-630;-8570
03/02/2010;Total;0;0
04/02/2010;Financial Institutions;-109201;-2440359
04/02/2010;Banks;-167988;-3595881
04/02/2010;Brokers & Dealers;-58;-78
04/02/2010;Other;58845;1155600
04/02/2010;Institutional Investors;-24705;-372573
04/02/2010;Domestic;-24705;-372573
04/02/2010;Nonresident Investors;73501;1823575
04/02/2010;Nonresident investors - RES.2689;73501;1823575
04/02/2010;Corporations;60560;998082
04/02/2010;Individuals;-155;-8725
04/02/2010;Total;0;0
05/02/2010;Financial Institutions;-128776;-2569135
05/02/2010;Banks;-187468;-3783349
05/02/2010;Brokers & Dealers;-113;-191
05/02/2010;Other;58805;1214405
05/02/2010;Institutional Investors;-12594;-385167
05/02/2010;Domestic;-12594;-385167
05/02/2010;Nonresident Investors;90840;1914415
05/02/2010;Nonresident investors - RES.2689;90840;1914415
05/02/2010;Corporations;50720;1048802
05/02/2010;Individuals;-190;-8915
05/02/2010;Total;0;0
08/02/2010;Financial Institutions;-132716;-2701851
08/02/2010;Banks;-191428;-3974777
08/02/2010;Brokers & Dealers;-128;-319
08/02/2010;Other;58840;1273245
08/02/2010;Institutional Investors;-12788;-397955
08/02/2010;Domestic;-12788;-397955
08/02/2010;Nonresident Investors;98234;2012649
08/02/2010;Nonresident investors - RES.2689;98234;2012649
08/02/2010;Corporations;47350;1096152
08/02/2010;Individuals;-80;-8995
08/02/2010;Total;0;0
09/02/2010;Financial Institutions;-135669;-2837520
09/02/2010;Banks;-194361;-4169138
09/02/2010;Brokers & Dealers;-128;-447
09/02/2010;Other;58820;1332065
09/02/2010;Institutional Investors;-5474;-403429
09/02/2010;Domestic;-5474;-403429
09/02/2010;Nonresident Investors;107313;2119962
09/02/2010;Nonresident investors - RES.2689;107313;2119962
09/02/2010;Corporations;33980;1130132
09/02/2010;Individuals;-150;-9145
09/02/2010;Total;0;0
10/02/2010;Financial Institutions;-127062;-2964582
10/02/2010;Banks;-185799;-4354937
10/02/2010;Brokers & Dealers;-88;-535
10/02/2010;Other;58825;1390890
10/02/2010;Institutional Investors;-7114;-410543
10/02/2010;Domestic;-7114;-410543
10/02/2010;Nonresident Investors;104441;2224403
10/02/2010;Nonresident investors - RES.2689;104441;2224403
10/02/2010;Corporations;29790;1159922
10/02/2010;Individuals;-55;-9200
10/02/2010;Total;0;0
11/02/2010;Financial Institutions;-90420;-3055002
11/02/2010;Banks;-149167;-4504104
11/02/2010;Brokers & Dealers;-68;-603
11/02/2010;Other;58815;1449705
11/02/2010;Institutional Investors;-24328;-434871
11/02/2010;Domestic;-24328;-434871
11/02/2010;Nonresident Investors;86038;2310441
11/02/2010;Nonresident investors - RES.2689;86038;2310441
11/02/2010;Corporations;28610;1188532
11/02/2010;Individuals;100;-9100
11/02/2010;Total;0;0
12/02/2010;Financial Institutions;-79853;-3134855
12/02/2010;Banks;-138605;-4642709
12/02/2010;Brokers & Dealers;-63;-666
12/02/2010;Other;58815;1508520
12/02/2010;Institutional Investors;-28345;-463216
12/02/2010;Domestic;-28345;-463216
12/02/2010;Nonresident Investors;79363;2389804
12/02/2010;Nonresident investors - RES.2689;79363;2389804
12/02/2010;Corporations;29055;1217587
12/02/2010;Individuals;-220;-9320
12/02/2010;Total;0;0
17/02/2010;Financial Institutions;-64931;-3199786
17/02/2010;Banks;-123668;-4766377
17/02/2010;Brokers & Dealers;-78;-744
17/02/2010;Other;58815;1567335
17/02/2010;Institutional Investors;-38121;-501337
17/02/2010;Domestic;-38121;-501337
17/02/2010;Nonresident Investors;76337;2466141
17/02/2010;Nonresident investors - RES.2689;76337;2466141
17/02/2010;Corporations;26720;1244307
17/02/2010;Individuals;-5;-9325
17/02/2010;Total;0;0
18/02/2010;Financial Institutions;-41552;-3241338
18/02/2010;Banks;-100274;-4866651
18/02/2010;Brokers & Dealers;-88;-832
18/02/2010;Other;58810;1626145
18/02/2010;Institutional Investors;-42039;-543376
18/02/2010;Domestic;-42039;-543376
18/02/2010;Nonresident Investors;55661;2521802
18/02/2010;Nonresident investors - RES.2689;55661;2521802
18/02/2010;Corporations;27565;1271872
18/02/2010;Individuals;365;-8960
18/02/2010;Total;0;0
19/02/2010;Financial Institutions;-35737;-3277075
19/02/2010;Banks;-94434;-4961085
19/02/2010;Brokers & Dealers;-113;-945
19/02/2010;Other;58810;1684955
19/02/2010;Institutional Investors;-40685;-584061
19/02/2010;Domestic;-40685;-584061
19/02/2010;Nonresident Investors;47607;2569409
19/02/2010;Nonresident investors - RES.2689;47607;2569409
19/02/2010;Corporations;28535;1300407
19/02/2010;Individuals;280;-8680
19/02/2010;Total;0;0
22/02/2010;Financial Institutions;-36826;-3313901
22/02/2010;Banks;-95523;-5056608
22/02/2010;Brokers & Dealers;-113;-1058
22/02/2010;Other;58810;1743765
22/02/2010;Institutional Investors;-40967;-625028
22/02/2010;Domestic;-40967;-625028
22/02/2010;Nonresident Investors;49008;2618417
22/02/2010;Nonresident investors - RES.2689;49008;2618417
22/02/2010;Corporations;28520;1328927
22/02/2010;Individuals;265;-8415
22/02/2010;Total;0;0
23/02/2010;Financial Institutions;-59261;-3373162
23/02/2010;Banks;-118013;-5174621
23/02/2010;Brokers & Dealers;-58;-1116
23/02/2010;Other;58810;1802575
23/02/2010;Institutional Investors;-34522;-659550
23/02/2010;Domestic;-34522;-659550
23/02/2010;Nonresident Investors;66048;2684465
23/02/2010;Nonresident investors - RES.2689;66048;2684465
23/02/2010;Corporations;27425;1356352
23/02/2010;Individuals;310;-8105
23/02/2010;Total;0;0
24/02/2010;Financial Institutions;-52337;-3425499
24/02/2010;Banks;-111099;-5285720
24/02/2010;Brokers & Dealers;-43;-1159
24/02/2010;Other;58805;1861380
24/02/2010;Institutional Investors;-46669;-706219
24/02/2010;Domestic;-46669;-706219
24/02/2010;Nonresident Investors;71391;2755856
24/02/2010;Nonresident investors - RES.2689;71391;2755856
24/02/2010;Corporations;27155;1383507
24/02/2010;Individuals;460;-7645
24/02/2010;Total;0;0
25/02/2010;Financial Institutions;-56567;-3482066
25/02/2010;Banks;-114204;-5399924
25/02/2010;Brokers & Dealers;-78;-1237
25/02/2010;Other;57715;1919095
25/02/2010;Institutional Investors;-50199;-756418
25/02/2010;Domestic;-50199;-756418
25/02/2010;Nonresident Investors;76705;2832561
25/02/2010;Nonresident investors - RES.2689;76705;2832561
25/02/2010;Corporations;29720;1413227
25/02/2010;Individuals;341;-7304
25/02/2010;Total;0;0
26/02/2010;Financial Institutions;-44588;-3526654
26/02/2010;Banks;-100745;-5500669
26/02/2010;Brokers & Dealers;-58;-1295
26/02/2010;Other;56215;1975310
26/02/2010;Institutional Investors;-45001;-801419
26/02/2010;Domestic;-45001;-801419
26/02/2010;Nonresident Investors;57874;2890435
26/02/2010;Nonresident investors - RES.2689;57874;2890435
26/02/2010;Corporations;31155;1444382
26/02/2010;Individuals;560;-6744
26/02/2010;Total;0;0
01/03/2010;Financial Institutions;-89756;-3616410
01/03/2010;Banks;-145956;-5646625
01/03/2010;Brokers & Dealers;-135;-1430
01/03/2010;Other;56335;2031645
01/03/2010;Institutional Investors;11950;-789469
01/03/2010;Domestic;11950;-789469
01/03/2010;Nonresident Investors;47001;2937436
01/03/2010;Nonresident investors - RES.2689;47001;2937436
01/03/2010;Corporations;29705;1474087
01/03/2010;Individuals;1100;-5644
01/03/2010;Total;0;0
02/03/2010;Financial Institutions;-77573;-3693983
02/03/2010;Banks;-133793;-5780418
02/03/2010;Brokers & Dealers;-105;-1535
02/03/2010;Other;56325;2087970
02/03/2010;Institutional Investors;-479;-789948
02/03/2010;Domestic;-479;-789948
02/03/2010;Nonresident Investors;47657;2985093
02/03/2010;Nonresident investors - RES.2689;47657;2985093
02/03/2010;Corporations;29340;1503427
02/03/2010;Individuals;1055;-4589
02/03/2010;Total;0;0
03/03/2010;Financial Institutions;-63698;-3757681
03/03/2010;Banks;-119943;-5900361
03/03/2010;Brokers & Dealers;-80;-1615
03/03/2010;Other;56325;2144295
03/03/2010;Institutional Investors;-6013;-795961
03/03/2010;Domestic;-6013;-795961
03/03/2010;Nonresident Investors;38716;3023809
03/03/2010;Nonresident investors - RES.2689;38716;3023809
03/03/2010;Corporations;30065;1533492
03/03/2010;Individuals;930;-3659
03/03/2010;Total;0;0
04/03/2010;Financial Institutions;-50184;-3807865
04/03/2010;Banks;-106414;-6006775
04/03/2010;Brokers & Dealers;-95;-1710
04/03/2010;Other;56325;2200620
04/03/2010;Institutional Investors;-22552;-818513
04/03/2010;Domestic;-22552;-818513
04/03/2010;Nonresident Investors;41296;3065105
04/03/2010;Nonresident investors - RES.2689;41296;3065105
04/03/2010;Corporations;30640;1564132
04/03/2010;Individuals;800;-2859
04/03/2010;Total;0;0
05/03/2010;Financial Institutions;-22814;-3830679
05/03/2010;Banks;-79034;-6085809
05/03/2010;Brokers & Dealers;-105;-1815
05/03/2010;Other;56325;2256945
05/03/2010;Institutional Investors;-28608;-847121
05/03/2010;Domestic;-28608;-847121
05/03/2010;Nonresident Investors;18227;3083332
05/03/2010;Nonresident investors - RES.2689;18227;3083332
05/03/2010;Corporations;31925;1596057
05/03/2010;Individuals;1270;-1589
05/03/2010;Total;0;0
08/03/2010;Financial Institutions;-25009;-3855688
08/03/2010;Banks;-81219;-6167028
08/03/2010;Brokers & Dealers;-110;-1925
08/03/2010;Other;56320;2313265
08/03/2010;Institutional Investors;-45297;-892418
08/03/2010;Domestic;-45297;-892418
08/03/2010;Nonresident Investors;37476;3120808
08/03/2010;Nonresident investors - RES.2689;37476;3120808
08/03/2010;Corporations;32140;1628197
08/03/2010;Individuals;690;-899
08/03/2010;Total;0;0
09/03/2010;Financial Institutions;-16684;-3872372
09/03/2010;Banks;-72839;-6239867
09/03/2010;Brokers & Dealers;-145;-2070
09/03/2010;Other;56300;2369565
09/03/2010;Institutional Investors;-57699;-950117
09/03/2010;Domestic;-57699;-950117
09/03/2010;Nonresident Investors;50713;3171521
09/03/2010;Nonresident investors - RES.2689;50713;3171521
09/03/2010;Corporations;22570;1650767
09/03/2010;Individuals;1100;201
09/03/2010;Total;0;0
10/03/2010;Financial Institutions;6184;-3866188
10/03/2010;Banks;-49991;-6289858
10/03/2010;Brokers & Dealers;-125;-2195
10/03/2010;Other;56300;2425865
10/03/2010;Institutional Investors;-51474;-1001591
10/03/2010;Domestic;-51474;-1001591
10/03/2010;Nonresident Investors;32075;3203596
10/03/2010;Nonresident investors - RES.2689;32075;3203596
10/03/2010;Corporations;11775;1662542
10/03/2010;Individuals;1440;1641
10/03/2010;Total;0;0
11/03/2010;Financial Institutions;3529;-3862659
11/03/2010;Banks;-52631;-6342489
11/03/2010;Brokers & Dealers;-135;-2330
11/03/2010;Other;56295;2482160
11/03/2010;Institutional Investors;-45345;-1046936
11/03/2010;Domestic;-45345;-1046936
11/03/2010;Nonresident Investors;23276;3226872
11/03/2010;Nonresident investors - RES.2689;23276;3226872
11/03/2010;Corporations;16700;1679242
11/03/2010;Individuals;1840;3481
11/03/2010;Total;0;0
12/03/2010;Financial Institutions;6891;-3855768
12/03/2010;Banks;-49289;-6391778
12/03/2010;Brokers & Dealers;-115;-2445
12/03/2010;Other;56295;2538455
12/03/2010;Institutional Investors;-43868;-1090804
12/03/2010;Domestic;-43868;-1090804
12/03/2010;Nonresident Investors;16977;3243849
12/03/2010;Nonresident investors - RES.2689;16977;3243849
12/03/2010;Corporations;18105;1697347
12/03/2010;Individuals;1895;5376
12/03/2010;Total;0;0
15/03/2010;Financial Institutions;5325;-3850443
15/03/2010;Banks;-50860;-6442638
15/03/2010;Brokers & Dealers;-110;-2555
15/03/2010;Other;56295;2594750
15/03/2010;Institutional Investors;-37046;-1127850
15/03/2010;Domestic;-37046;-1127850
15/03/2010;Nonresident Investors;10136;3253985
15/03/2010;Nonresident investors - RES.2689;10136;3253985
15/03/2010;Corporations;19585;1716932
15/03/2010;Individuals;2000;7376
15/03/2010;Total;0;0
16/03/2010;Financial Institutions;2955;-3847488
16/03/2010;Banks;-53235;-6495873
16/03/2010;Brokers & Dealers;-105;-2660
16/03/2010;Other;56295;2651045
16/03/2010;Institutional Investors;-30669;-1158519
16/03/2010;Domestic;-30669;-1158519
16/03/2010;Nonresident Investors;6754;3260739
16/03/2010;Nonresident investors - RES.2689;6754;3260739
16/03/2010;Corporations;19410;1736342
16/03/2010;Individuals;1550;8926
16/03/2010;Total;0;0
17/03/2010;Financial Institutions;18470;-3829018
17/03/2010;Banks;-37760;-6533633
17/03/2010;Brokers & Dealers;-70;-2730
17/03/2010;Other;56300;2707345
17/03/2010;Institutional Investors;-38035;-1196554
17/03/2010;Domestic;-38035;-1196554
17/03/2010;Nonresident Investors;-1885;3258854
17/03/2010;Nonresident investors - RES.2689;-1885;3258854
17/03/2010;Corporations;19655;1755997
17/03/2010;Individuals;1795;10721
17/03/2010;Total;0;0
18/03/2010;Financial Institutions;-20723;-3849741
18/03/2010;Banks;-76948;-6610581
18/03/2010;Brokers & Dealers;-70;-2800
18/03/2010;Other;56295;2763640
18/03/2010;Institutional Investors;-36848;-1233402
18/03/2010;Domestic;-36848;-1233402
18/03/2010;Nonresident Investors;39551;3298405
18/03/2010;Nonresident investors - RES.2689;39551;3298405
18/03/2010;Corporations;17170;1773167
18/03/2010;Individuals;850;11571
18/03/2010;Total;0;0
19/03/2010;Financial Institutions;-33888;-3883629
19/03/2010;Banks;-90113;-6700694
19/03/2010;Brokers & Dealers;-65;-2865
19/03/2010;Other;56290;2819930
19/03/2010;Institutional Investors;-24055;-1257457
19/03/2010;Domestic;-24055;-1257457
19/03/2010;Nonresident Investors;38708;3337113
19/03/2010;Nonresident investors - RES.2689;38708;3337113
19/03/2010;Corporations;18560;1791727
19/03/2010;Individuals;675;12246
19/03/2010;Total;0;0
22/03/2010;Financial Institutions;-43943;-3927572
22/03/2010;Banks;-100158;-6800852
22/03/2010;Brokers & Dealers;-75;-2940
22/03/2010;Other;56290;2876220
22/03/2010;Institutional Investors;-22143;-1279600
22/03/2010;Domestic;-22143;-1279600
22/03/2010;Nonresident Investors;41611;3378724
22/03/2010;Nonresident investors - RES.2689;41611;3378724
22/03/2010;Corporations;23735;1815462
22/03/2010;Individuals;740;12986
22/03/2010;Total;0;0
23/03/2010;Financial Institutions;-20860;-3948432
23/03/2010;Banks;-77010;-6877862
23/03/2010;Brokers & Dealers;-140;-3080
23/03/2010;Other;56290;2932510
23/03/2010;Institutional Investors;-16193;-1295793
23/03/2010;Domestic;-16193;-1295793
23/03/2010;Nonresident Investors;11848;3390572
23/03/2010;Nonresident investors - RES.2689;11848;3390572
23/03/2010;Corporations;23735;1839197
23/03/2010;Individuals;1470;14456
23/03/2010;Total;0;0
24/03/2010;Financial Institutions;-47615;-3996047
24/03/2010;Banks;-103845;-6981707
24/03/2010;Brokers & Dealers;-60;-3140
24/03/2010;Other;56290;2988800
24/03/2010;Institutional Investors;-16168;-1311961
24/03/2010;Domestic;-16168;-1311961
24/03/2010;Nonresident Investors;40318;3430890
24/03/2010;Nonresident investors - RES.2689;40318;3430890
24/03/2010;Corporations;22865;1862062
24/03/2010;Individuals;600;15056
24/03/2010;Total;0;0
25/03/2010;Financial Institutions;-60627;-4056674
25/03/2010;Banks;-116852;-7098559
25/03/2010;Brokers & Dealers;-65;-3205
25/03/2010;Other;56290;3045090
25/03/2010;Institutional Investors;-12172;-1324133
25/03/2010;Domestic;-12172;-1324133
25/03/2010;Nonresident Investors;50089;3480979
25/03/2010;Nonresident investors - RES.2689;50089;3480979
25/03/2010;Corporations;22570;1884632
25/03/2010;Individuals;140;15196
25/03/2010;Total;0;0
26/03/2010;Financial Institutions;-66972;-4123646
26/03/2010;Banks;-123197;-7221756
26/03/2010;Brokers & Dealers;-60;-3265
26/03/2010;Other;56285;3101375
26/03/2010;Institutional Investors;-32813;-1356946
26/03/2010;Domestic;-32813;-1356946
26/03/2010;Nonresident Investors;67890;3548869
26/03/2010;Nonresident investors - RES.2689;67890;3548869
26/03/2010;Corporations;31635;1916267
26/03/2010;Individuals;260;15456
26/03/2010;Total;0;0
29/03/2010;Financial Institutions;-67862;-4191508
29/03/2010;Banks;-124067;-7345823
29/03/2010;Brokers & Dealers;-80;-3345
29/03/2010;Other;56285;3157660
29/03/2010;Institutional Investors;-33322;-1390268
29/03/2010;Domestic;-33322;-1390268
29/03/2010;Nonresident Investors;56854;3605723
29/03/2010;Nonresident investors - RES.2689;56854;3605723
29/03/2010;Corporations;43060;1959327
29/03/2010;Individuals;1270;16726
29/03/2010;Total;0;0
30/03/2010;Financial Institutions;-72792;-4264300
30/03/2010;Banks;-129022;-7474845
30/03/2010;Brokers & Dealers;-55;-3400
30/03/2010;Other;56285;3213945
30/03/2010;Institutional Investors;-12222;-1402490
30/03/2010;Domestic;-12222;-1402490
30/03/2010;Nonresident Investors;39574;3645297
30/03/2010;Nonresident investors - RES.2689;39574;3645297
30/03/2010;Corporations;44175;2003502
30/03/2010;Individuals;1265;17991
30/03/2010;Total;0;0
31/03/2010;Financial Institutions;-96441;-4360741
31/03/2010;Banks;-152696;-7627541
31/03/2010;Brokers & Dealers;-30;-3430
31/03/2010;Other;56285;3270230
31/03/2010;Institutional Investors;12146;-1390344
31/03/2010;Domestic;12146;-1390344
31/03/2010;Nonresident Investors;36905;3682202
31/03/2010;Nonresident investors - RES.2689;36905;3682202
31/03/2010;Corporations;45885;2049387
31/03/2010;Individuals;1505;19496
31/03/2010;Total;0;0
01/04/2010;Financial Institutions;-32900;-4393641
01/04/2010;Banks;-89100;-7716641
01/04/2010;Brokers & Dealers;-85;-3515
01/04/2010;Other;56285;3326515
01/04/2010;Institutional Investors;18059;-1372285
01/04/2010;Domestic;18059;-1372285
01/04/2010;Nonresident Investors;-28759;3653443
01/04/2010;Nonresident investors - RES.2689;-28759;3653443
01/04/2010;Corporations;41555;2090942
01/04/2010;Individuals;2045;21541
01/04/2010;Total;0;0
05/04/2010;Financial Institutions;-12550;-4406191
05/04/2010;Banks;-68755;-7785396
05/04/2010;Brokers & Dealers;-80;-3595
